0,0.998774
1,0.822644
2,0.183650
3,0.999744
4,0.822803
5,0.994574
6,0.977801
7,0.075709
8,0.995762
9,0.999829
10,0.999745
11,0.999440
12,0.997736
13,0.998935
14,0.994842
15,0.999018
16,0.998772
17,0.999859
18,0.999893
19,0.993317
20,0.999895
21,0.671660
22,0.999766
23,0.999626
24,0.992207
25,0.594075
26,0.999567
27,0.817964
28,0.999398
29,0.969295
30,0.643243
31,0.998958
32,0.999899
33,0.997157
34,0.998774
35,0.983345
36,0.904911
37,0.707596
38,0.999159
39,0.999569
40,0.807738
41,0.985389
42,0.999881
43,0.999400
44,0.969687
45,0.999745
46,0.999285
47,0.999647
48,0.999317
49,0.045731
50,0.999731
51,0.999651
52,0.514088
53,0.998950
54,0.999689
55,0.999883
56,0.999864
57,0.998679
58,0.590388
59,0.974251
60,0.994565
61,0.949141
62,0.998568
63,0.999671
64,0.999016
65,0.983151
66,0.999885
67,0.541915
68,0.999822
69,0.999525
70,0.999909
71,0.999626
72,0.999156
73,0.999690
74,0.999459
75,0.844104
76,0.997786
77,0.960763
78,0.990618
79,0.999796
80,0.999739
81,0.999117
82,0.999913
83,0.994033
84,0.988055
85,0.558446
86,0.999171
87,0.999719
88,0.990631
89,0.999746
90,0.999830
91,0.901728
92,0.999334
93,0.925060
94,0.999422
95,0.139916
96,0.999453
97,0.936800
98,0.999175
99,0.999798
100,0.998875
101,0.993769
102,0.998929
103,0.999627
104,0.997254
105,0.999557
106,0.998397
107,0.999733
108,0.626595
109,0.999752
110,0.809469
111,0.999685
112,0.999818
113,0.998290
114,0.236553
115,0.999533
116,0.997542
117,0.395547
118,0.999872
119,0.585119
120,0.999838
121,0.828459
122,0.998961
123,0.701103
124,0.999597
125,0.999319
126,0.999175
127,0.849042
128,0.980579
129,0.987505
130,0.815782
131,0.999420
132,0.999773
133,0.999526
134,0.999617
135,0.999587
136,0.927198
137,0.981430
138,0.999463
139,0.975305
140,0.998775
141,0.841070
142,0.999820
143,0.080858
144,0.971753
145,0.787672
146,0.998923
147,0.986073
148,0.999634
149,0.998652
150,0.975529
151,0.999176
152,0.184524
153,0.999165
154,0.999765
155,0.998588
156,0.997252
157,0.998062
158,0.999804
159,0.995034
160,0.752998
161,0.999012
162,0.995955
163,0.625367
164,0.999594
165,0.999732
166,0.999247
167,0.999659
168,0.881844
169,0.999910
170,0.878569
171,0.716787
172,0.999884
173,0.998079
174,0.999300
175,0.998922
176,0.386840
177,0.999779
178,0.928130
179,0.998020
180,0.999686
181,0.999407
182,0.999404
183,0.995866
184,0.105191
185,0.999643
186,0.979802
187,0.999138
188,0.999309
189,0.997207
190,0.998764
191,0.999493
192,0.998698
193,0.999423
194,0.864038
195,0.999811
196,0.996855
197,0.987117
198,0.953960
