0,8415.548193
1,97973.387895
2,90439.305394
3,47795.619399
4,39055.874638
5,11402.550645
6,68338.952507
7,64350.163973
8,23571.169774
9,21850.522326
10,93664.140804
11,99212.648519
12,48184.880725
13,28947.292989
14,51509.655700
15,40551.949030
16,60328.437333
17,46912.796584
18,58065.094884
19,111745.046366
20,75922.086251
21,25791.937795
22,42799.208546
23,32221.703397
24,28362.644561
25,24329.416127
26,40018.018884
27,96246.657742
28,20840.607794
29,25649.529453
30,71002.702224
31,30569.148574
32,54097.894605
33,259931.612968
34,68101.861264
35,71220.015663
36,14633.822126
37,44442.410487
38,102088.982395
39,78301.176925
40,353688.575585
41,27768.447384
42,90682.356606
43,146668.921114
44,13137.344714
45,39924.387828
46,76756.978768
47,64679.340639
48,42491.382162
49,19155.821431
50,25849.738824
51,35455.204014
52,35392.328929
53,73176.192896
54,32296.171453
55,30297.643404
56,43888.871504
57,80343.929180
58,60807.299600
59,115270.076275
60,42514.183312
61,64589.941792
62,29641.512744
63,61209.710655
64,56706.475247
65,24615.578418
66,42031.830574
67,26302.288705
68,49705.193415
69,28447.852109
70,44755.177606
71,45463.705417
72,62402.753421
73,50473.785587
74,-327.799323
75,165160.502219
76,89273.138448
77,67812.238599
78,64201.687591
79,139837.477264
80,68973.301318
81,140926.705907
82,30400.479079
83,35193.912948
84,29621.466142
85,25753.851220
86,134990.442276
87,15800.990492
88,93637.519202
89,7013.010503
90,50582.236834
91,29070.477323
92,56166.884638
93,35166.904994
94,35423.536828
95,59249.012369
96,43905.324010
97,29053.239124
98,21075.219430
99,242230.239241
100,213425.299744
101,148845.370192
102,53876.151065
103,27082.145513
104,30253.215702
105,175803.522558
106,66600.771711
107,36689.119113
108,153170.780954
109,110858.833718
110,66864.496570
111,53775.031550
112,30127.590527
113,40562.330260
114,52143.492489
115,7676.970751
116,75418.325764
117,56970.768016
118,51590.498629
119,27768.108448
120,46288.965642
121,36916.509856
122,62450.934649
123,55025.821901
124,13108.839734
125,42041.436515
126,51760.245432
127,59781.115863
128,72126.195872
129,159777.340512
130,50224.483878
131,53249.011304
132,14200.787010
133,116490.899239
134,22281.551501
135,40869.890155
136,175465.299381
137,227278.072987
138,205146.235278
